Game Turn, Player, Operation, Notes, Team, Team Notes, Team Members, Terrain
227, 1, Operation Attack Barb Camp running
227, 1, Attack Barb Camp, ,0, Ready, UNIT_SPEARMAN; 
230, 8, Wartime Attack Enemy City, No recruits to reach minimum, , , 
230, 8, Wartime Attack Enemy City, No recruits to match strength, , Enemy Str: 90.0, 
230, 8, Wartime Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_PIKEMAN
230, 8, Wartime Attack Enemy City, Operation Move, UNIT_TREBUCHET, 61:17, 60:17, 60:17
230, 8, Naval Superiority, No recruits to reach minimum, , , 
230, 8, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_PIKEMAN
230, 11, Operation Naval Superiority running
230, 11, Naval Superiority, ,0, Not Ready, 
230, 11, Naval Superiority, Recruiting minimums, , , UNIT_GALLEY
230, 11, Naval Superiority, Recruiting strength, , Enemy Str: 135.0, UNIT_GALLEY
230, 11, Naval Superiority, Recruiting strength, , Enemy Str: 135.0, UNIT_GALLEY
230, Naval Superiority, 11, , Battle line, 28:20, 0 endangered
230, 11, Naval Superiority, Operation Recruit, 2 units, Recruited 2, Contract for: UNIT_WARRIOR_MONK
230, 12, Operation Naval Superiority running
230, 12, Naval Superiority, ,0, Not Ready, 
230, 12, Naval Superiority, No recruits to reach minimum, , , 
230, 12, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
230, 13, Operation Naval Superiority running
230, 13, Naval Superiority, ,0, Not Ready, 
230, 13, Operation Attack Barb Camp running
230, 13, Attack Barb Camp, ,0, Ready, UNIT_CROSSBOWMAN; UNIT_PIKEMAN; 
230, 13, Attack Barb Camp, No recruits to reach minimum, , , 
230, 13, Attack Barb Camp, No recruits to match strength, , Enemy Str: 22.5, 
230, 13, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_PIKEMAN
230, 13, Attack Barb Camp, Operation Move, UNIT_PIKEMAN, 16:29, 3:31, 16:29
230, 13, Attack Barb Camp, Operation Move, UNIT_CROSSBOWMAN, 18:30, 4:30, 18:30
230, 13, Naval Superiority, No recruits to reach minimum, , , 
230, 13, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
230, 14, Operation Naval Superiority running
230, 14, Naval Superiority, ,0, Not Ready, 
230, 14, Operation Attack Barb Camp running
230, 14, Attack Barb Camp, ,0, Ready, UNIT_PIKEMAN; 
230, 14, Attack Barb Camp, No recruits to reach minimum, , , 
230, 14, Attack Barb Camp, No recruits to match strength, , Enemy Str: 22.5, 
230, 14, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_PIKEMAN
230, 14, Attack Barb Camp, Attack Target Move Direct, UNIT_PIKEMAN, At 8:23, Move -9999:-9999, Arrive 8:24
230, 14, Attack Barb Camp, Attack Target Melee Attack, UNIT_PIKEMAN, At 8:24
230, 14, Naval Superiority, Recruiting minimums, , , UNIT_GALLEY
230, 14, Naval Superiority, Recruiting strength, , Enemy Str: 135.0, UNIT_GALLEY
230, 14, Naval Superiority, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_WARRIOR_MONK
230, 63, Operation Barbarian City Assault running
230, 63, Barbarian City Assault, ,0, Not Ready, 
230, 63, Operation Barbarian City Assault running
230, 63, Barbarian City Assault, ,0, Not Ready, 
230, 63, Operation Barbarian Attack running
230, 63, Barbarian Attack, ,0, Not Ready, 
230, 63, Operation Barbarian City Assault running
230, 63, Barbarian City Assault, ,0, Not Ready, 
230, 63, Operation Barbarian City Assault running
230, 63, Barbarian City Assault, ,0, Not Ready, 
230, 63, Operation Barbarian Attack running
230, 63, Barbarian Attack, ,0, Not Ready, 
230, 63, Operation Barbarian City Assault running
230, 63, Barbarian City Assault, ,0, Not Ready, 
230, 63, Operation Barbarian Attack running
230, 63, Barbarian Attack, ,0, Not Ready, UNIT_ARCHER; 
230, 63, Operation Barbarian Attack running
230, 63, Barbarian Attack, ,0, Not Ready, 
230, 63, Operation Barbarian City Assault running
230, 63, Barbarian City Assault, ,0, Not Ready, 
230, 63, Barbarian Attack, Operation Move, UNIT_ARCHER, 66:4, 66:4, 66:4
231, 1, Operation Attack Barb Camp running
231, Attack Barb Camp, 1, , Battle line, 53:30, 0 endangered
231, 1, Attack Barb Camp, ,0, Ready, UNIT_SPEARMAN; 
231, 1, Operation Settle New City running
231, Settle New City, 1, , Battle line, 56:31, 0 endangered
231, 1, Settle New City, ,0, Not Ready, UNIT_SETTLER; 
231, 1, Attack Enemy City, Started
231, Settle New City, 1, , Battle line, 56:31, 0 endangered
231, 1, Settle New City, No recruits to reach minimum, , , 
231, 1, Settle New City, No recruits to match strength, , Enemy Str: 45.0, 
231, 1, Settle New City, No recruits to reach minimum, , , 
231, 1, Settle New City, No recruits to match strength, , Enemy Str: 45.0, 
231, Settle New City, 1, , Battle line, 56:31, 0 endangered
231, 1, Settle New City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_LINE_INFANTRY
231, 1, Settle New City, Operation Move, UNIT_SETTLER, 58:30, 62:13, 56:30
231, 1, Attack Barb Camp, No recruits to reach minimum, , , 
231, 1, Attack Barb Camp, No recruits to match strength, , Enemy Str: 22.5, 
231, 1, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_BOMBARD
231, 1, Attack Barb Camp, Attack Target Move Direct, UNIT_SPEARMAN, At 52:28, Move -9999:-9999, Arrive 52:28
231, 1, Attack Barb Camp, Attack Target Melee Attack, UNIT_SPEARMAN, At 52:28
231, 1, Attack Enemy City, No recruits to reach minimum, , , 
231, 1, Attack Enemy City, No recruits to reach minimum, , , 
231, 1, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_LINE_INFANTRY
231, 2, Operation Attack Barb Camp running
231, 2, Attack Barb Camp, ,0, Not Ready, 
231, 2, Operation Settle New City running
231, 2, Settle New City, ,0, Ready, UNIT_KNIGHT; UNIT_SETTLER; 
231, 2, Settle New City, No recruits to reach minimum, , , 
231, 2, Settle New City, No recruits to match strength, , Enemy Str: 50.0, 
231, 2, Settle New City, No recruits to reach minimum, , , 
231, 2, Settle New City, No recruits to match strength, , Enemy Str: 50.0, 
231, 2, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_FIELD_CANNON
231, 2, Settle New City, Operation Move, UNIT_SETTLER, 34:26, 36:26, 35:26
231, 2, Settle New City, Operation Move, UNIT_KNIGHT, 31:26, 35:26, 34:26
231, 2, Attack Barb Camp, No recruits to reach minimum, , , 
231, 2, Attack Barb Camp, No recruits to reach minimum, , , 
231, 2, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_FIELD_CANNON
231, 3, Operation Settle New City running
231, 3, Settle New City, ,0, Not Ready, 
231, 3, Operation Naval Superiority running
231, 3, Naval Superiority, ,0, Not Ready, 
231, 3, Naval Superiority, No recruits to reach minimum, , , 
231, 3, Naval Superiority, No recruits to reach minimum, , , 
231, 3, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_PIKEMAN
231, 4, Operation Settle New City running
231, 4, Settle New City, ,0, Not Ready, 
231, 4, Operation Attack Barb Camp running
231, 4, Attack Barb Camp, ,0, Not Ready, UNIT_BOMBARD; 
231, 4, Operation Attack Enemy City running
231, 4, Attack Enemy City, ,0, Not Ready, 
231, 4, Attack Enemy City, ,1, Ready, 
231, 4, Attack Barb Camp, Recruiting minimums, , , UNIT_KNIGHT
231, 4, Attack Barb Camp, Recruiting strength, , Enemy Str: 25.0, UNIT_KNIGHT
231, 4, Attack Barb Camp, No recruits to reach minimum, , , 
231, 4, Attack Barb Camp, No recruits to match strength, , Enemy Str: 25.0, 
231, 4, Attack Barb Camp, Operation Recruit, 2 units, Recruited 1, Contract for: UNIT_JAPANESE_SAMURAI
231, 4, Attack Barb Camp, Operation Move, UNIT_KNIGHT, 62:29, 51:28, 62:29
231, 4, Attack Barb Camp, Operation Move, UNIT_BOMBARD, 64:30, 52:30, 64:30
231, 4, Attack Enemy City, No recruits to reach minimum, , , 
231, 4, Attack Enemy City, No recruits to reach minimum, , , 
231, 4, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_JAPANESE_SAMURAI
231, 5, Operation Settle New City running
231, 5, Settle New City, ,0, Not Ready, 
231, 5, Operation Naval Superiority running
231, 5, Naval Superiority, ,0, Not Ready, 
231, 5, Naval Superiority, No recruits to reach minimum, , , 
231, 5, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
231, 6, Operation Naval Superiority running
231, 6, Naval Superiority, ,0, Not Ready, 
231, 6, Attack Barb Camp, Started
231, 6, Attack Barb Camp, No recruits to reach minimum, , , 
231, 6, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_CROSSBOWMAN
231, 6, Naval Superiority, Recruiting minimums, , , UNIT_GALLEY
231, 6, Naval Superiority, Recruiting strength, , Enemy Str: 135.0, UNIT_GALLEY
231, 6, Naval Superiority, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_WARRIOR_MONK
231, 8, Operation Naval Superiority running
231, 8, Naval Superiority, ,0, Not Ready, 
231, 8, Operation Wartime Attack Enemy City running
231, 8, Wartime Attack Enemy City, ,0, Not Ready, 
231, 8, Wartime Attack Enemy City, ,1, Ready, 
231, 8, Wartime Attack Enemy City, Recruiting minimums, , , UNIT_TREBUCHET
231, 8, Wartime Attack Enemy City, No recruits to reach minimum, , , 
231, 8, Wartime Attack Enemy City, No recruits to match strength, , Enemy Str: 90.0, 
231, 8, Wartime Attack Enemy City, No recruits to reach minimum, , , 
231, 8, Wartime Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_PIKEMAN
231, 8, Wartime Attack Enemy City, Operation Move, UNIT_TREBUCHET, 60:17, 60:17, 60:17
231, 8, Naval Superiority, No recruits to reach minimum, , , 
231, 8, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_PIKEMAN
231, 11, Operation Naval Superiority running
231, 11, Naval Superiority, ,0, Not Ready, 
231, 11, Naval Superiority, Recruiting minimums, , , UNIT_GALLEY
231, 11, Naval Superiority, Recruiting strength, , Enemy Str: 135.0, UNIT_GALLEY
231, 11, Naval Superiority, Recruiting strength, , Enemy Str: 135.0, UNIT_GALLEY
231, Naval Superiority, 11, , Battle line, 28:20, 0 endangered
231, 11, Naval Superiority, Operation Recruit, 2 units, Recruited 2, Contract for: UNIT_WARRIOR_MONK
231, 12, Operation Naval Superiority running
231, 12, Naval Superiority, ,0, Not Ready, 
231, 12, Naval Superiority, No recruits to reach minimum, , , 
231, 12, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
231, 13, Operation Naval Superiority running
231, 13, Naval Superiority, ,0, Not Ready, 
231, 13, Operation Attack Barb Camp running
231, 13, Attack Barb Camp, ,0, Ready, UNIT_CROSSBOWMAN; UNIT_PIKEMAN; 
231, 13, Attack Barb Camp, No recruits to reach minimum, , , 
231, 13, Attack Barb Camp, No recruits to match strength, , Enemy Str: 22.5, 
231, 13, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_PIKEMAN
231, 13, Attack Barb Camp, Operation Move, UNIT_PIKEMAN, 16:29, 3:31, 16:29
231, 13, Attack Barb Camp, Operation Move, UNIT_CROSSBOWMAN, 18:30, 4:30, 18:30
231, 13, Naval Superiority, No recruits to reach minimum, , , 
231, 13, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
231, 14, Operation Naval Superiority running
231, 14, Naval Superiority, ,0, Not Ready, 
231, 14, Operation Attack Barb Camp running
231, 14, Attack Barb Camp, ,0, Ready, UNIT_PIKEMAN; 
231, 14, Attack Barb Camp, No recruits to reach minimum, , , 
231, 14, Attack Barb Camp, No recruits to match strength, , Enemy Str: 22.5, 
231, 14, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_PIKEMAN
231, 14, Attack Barb Camp, Attack Target Move Direct, UNIT_PIKEMAN, At 8:24, Move -9999:-9999, Arrive 7:24
231, 14, Naval Superiority, Recruiting minimums, , , UNIT_GALLEY
231, 14, Naval Superiority, Recruiting strength, , Enemy Str: 135.0, UNIT_GALLEY
231, 14, Naval Superiority, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_WARRIOR_MONK
231, 63, Operation Barbarian City Assault running
231, 63, Barbarian City Assault, ,0, Not Ready, 
231, 63, Operation Barbarian City Assault running
231, 63, Barbarian City Assault, ,0, Not Ready, 
231, 63, Operation Barbarian Attack running
231, 63, Barbarian Attack, ,0, Not Ready, 
231, 63, Operation Barbarian City Assault running
231, 63, Barbarian City Assault, ,0, Not Ready, 
231, 63, Operation Barbarian City Assault running
231, 63, Barbarian City Assault, ,0, Not Ready, 
231, 63, Operation Barbarian Attack running
231, 63, Barbarian Attack, ,0, Not Ready, 
231, 63, Operation Barbarian City Assault running
231, 63, Barbarian City Assault, ,0, Not Ready, 
231, 63, Operation Barbarian Attack running
231, 63, Barbarian Attack, ,0, Not Ready, UNIT_ARCHER; 
231, 63, Operation Barbarian Attack running
231, 63, Barbarian Attack, ,0, Not Ready, 
231, 63, Operation Barbarian City Assault running
231, 63, Barbarian City Assault, ,0, Not Ready, 
231, 63, Barbarian Attack, Operation Move, UNIT_ARCHER, 66:4, 66:4, 66:4
232, 1, Operation Attack Enemy City running
232, 1, Attack Enemy City, ,0, Not Ready, 
232, 1, Attack Enemy City, ,1, Ready, 
232, 1, Operation Attack Barb Camp running
232, Attack Barb Camp, 1, , Battle line, 53:30, 0 endangered
232, 1, Attack Barb Camp, ,0, Ready, UNIT_SPEARMAN; 
232, 1, Operation Settle New City running
232, Settle New City, 1, , Battle line, 54:31, 0 endangered
232, 1, Settle New City, ,0, Not Ready, UNIT_SETTLER; 
232, 1, Settle New City, No recruits to reach minimum, , , 
232, 1, Settle New City, No recruits to match strength, , Enemy Str: 45.0, 
232, 1, Settle New City, No recruits to reach minimum, , , 
232, 1, Settle New City, No recruits to match strength, , Enemy Str: 45.0, 
232, 1, Settle New City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_LINE_INFANTRY
232, 1, Settle New City, Operation Move, UNIT_SETTLER, 56:30, 62:13, 55:28
232, 1, Attack Barb Camp, No recruits to reach minimum, , , 
232, 1, Attack Barb Camp, No recruits to match strength, , Enemy Str: 22.5, 
232, 1, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_BOMBARD
232, 1, Attack Barb Camp, Attack Target Move Direct, UNIT_SPEARMAN, At 52:28, Move -9999:-9999, Arrive 52:28
232, 1, Attack Barb Camp, Attack Target Melee Attack, UNIT_SPEARMAN, At 52:28
232, 1, Attack Enemy City, No recruits to reach minimum, , , 
232, 1, Attack Enemy City, No recruits to reach minimum, , , 
232, 1, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_LINE_INFANTRY
232, 2, Operation Attack Barb Camp running
232, 2, Attack Barb Camp, ,0, Not Ready, 
232, 2, Operation Settle New City running
232, 2, Settle New City, ,0, Ready, UNIT_KNIGHT; UNIT_SETTLER; 
232, 2, Settle New City, No recruits to reach minimum, , , 
232, 2, Settle New City, No recruits to match strength, , Enemy Str: 50.0, 
232, 2, Settle New City, No recruits to reach minimum, , , 
232, 2, Settle New City, No recruits to match strength, , Enemy Str: 50.0, 
232, 2, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_FIELD_CANNON
232, 2, Settle New City, Operation Move, UNIT_SETTLER, 35:26, 36:26, 36:26
232, 2, Settle New City, Operation Move, UNIT_KNIGHT, 34:26, 35:26, 35:26
232, 2, Attack Barb Camp, No recruits to reach minimum, , , 
232, 2, Attack Barb Camp, No recruits to reach minimum, , , 
232, 2, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_FIELD_CANNON
232, 3, Operation Settle New City running
232, 3, Settle New City, ,0, Not Ready, 
232, 3, Operation Naval Superiority running
232, 3, Naval Superiority, ,0, Not Ready, 
232, 3, Naval Superiority, No recruits to reach minimum, , , 
232, 3, Naval Superiority, No recruits to reach minimum, , , 
232, 3, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_PIKEMAN
232, 4, City Defense, Started
232, 4, Operation Settle New City running
232, 4, Settle New City, ,0, Not Ready, 
232, 4, Operation City Defense running
232, 4, City Defense, ,0, Not Ready, 
232, 4, Operation Attack Barb Camp running
232, Attack Barb Camp, 4, , Battle line, 61:32, 0 endangered
232, 4, Attack Barb Camp, ,0, Ready, UNIT_BOMBARD; UNIT_KNIGHT; 
232, 4, Operation Attack Enemy City running
232, 4, Attack Enemy City, ,0, Not Ready, 
232, 4, Attack Enemy City, ,1, Ready, 
232, 4, City Defense, No recruits to reach minimum, , , 
232, 4, City Defense, No recruits to match strength, , Enemy Str: 102.0, 
232, 4, City Defense, No recruits to reach minimum, , , 
232, 4, City Defense, No recruits to match strength, , Enemy Str: 102.0, 
232, 4, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_JAPANESE_SAMURAI
232, 4, Settle New City, No recruits to reach minimum, , , 
232, 4, Settle New City, Recruiting minimums, , , UNIT_BOMBARD
232, 4, Settle New City, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_SETTLER
232, 4, Settle New City, Operation Move, UNIT_BOMBARD, 64:30, 64:30, 64:30
232, 4, City Defense, Operation complete
232, 4, Attack Barb Camp, No recruits to reach minimum, , , 
232, 4, Attack Barb Camp, No recruits to match strength, , Enemy Str: 25.0, 
232, 4, Attack Barb Camp, No recruits to reach minimum, , , 
232, 4, Attack Barb Camp, No recruits to match strength, , Enemy Str: 25.0, 
232, 4, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_JAPANESE_SAMURAI
232, 4, Attack Barb Camp, Operation Move, UNIT_KNIGHT, 62:29, 51:28, 62:29
232, 4, Attack Barb Camp, Operation Move, UNIT_BOMBARD, 64:30, 52:30, 64:30
232, 4, Attack Enemy City, No recruits to reach minimum, , , 
232, 4, Attack Enemy City, No recruits to reach minimum, , , 
232, 4, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_JAPANESE_SAMURAI
232, 5, Operation Settle New City running
232, 5, Settle New City, ,0, Not Ready, 
232, 5, Operation Naval Superiority running
232, 5, Naval Superiority, ,0, Not Ready, 
232, 5, Naval Superiority, No recruits to reach minimum, , , 
232, 5, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
232, 6, Operation Naval Superiority running
232, 6, Naval Superiority, ,0, Not Ready, 
232, 6, Operation Attack Barb Camp running
232, 6, Attack Barb Camp, ,0, Not Ready, 
232, 6, Attack Barb Camp, No recruits to reach minimum, , , 
232, 6, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_CROSSBOWMAN
232, 6, Naval Superiority, Recruiting minimums, , , UNIT_GALLEY
232, 6, Naval Superiority, Recruiting strength, , Enemy Str: 135.0, UNIT_GALLEY
