Game Turn, Player, Action, , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 63
227, 1, ,, -61:DIPLO_STATE_WAR,, 1:DIPLO_STATE_NEUTRAL, -12:DIPLO_STATE_DENOUNCED, 14:DIPLO_STATE_FRIENDLY, -4:DIPLO_STATE_UNFRIENDLY, 1:DIPLO_STATE_INFLUENTIAL,, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
230, 4, ,, -10:DIPLO_STATE_NEUTRAL, 2:DIPLO_STATE_FRIENDLY, 5:DIPLO_STATE_FRIENDLY, -2:DIPLO_STATE_UNFRIENDLY,, -5:DIPLO_STATE_NEUTRAL, 3:DIPLO_STATE_MAX_INFLUENCE,, 4:DIPLO_STATE_MAX_INFLUENCE,, 0:DIPLO_STATE_NO_INFLUENCE,, 3:DIPLO_STATE_MAX_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
230, 5, ,,, -2:DIPLO_STATE_FRIENDLY, 3:DIPLO_STATE_FRIENDLY, 14:DIPLO_STATE_FRIENDLY, -6:DIPLO_STATE_UNFRIENDLY,, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE,, 4:DIPLO_STATE_INFLUENTIAL,, 3:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
230, 6, ,,, 1:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
230, 7, ,,,, 1:DIPLO_STATE_PATRON, 4:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_AWARE,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
230, 8, ,, 0:DIPLO_STATE_WAR_WITH_MAJOR, 3:DIPLO_STATE_PATRON,, 1:DIPLO_STATE_PATRON, 4:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_MINOR_MINOR,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
230, 9, ,,, 3:DIPLO_STATE_PATRON, 6:DIPLO_STATE_PATRON, 7:DIPLO_STATE_PATRON,, 4:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_MINOR_MINOR,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
230, 11, ,,, 0:DIPLO_STATE_AWARE, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE,, 3:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
230, 12, ,,, 1:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
230, 13, ,, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
230, 14, ,, 0:DIPLO_STATE_WAR_WITH_MAJOR, 3:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
230, 63, ,, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231, 0, ,,, -21:DIPLO_STATE_WAR,, -23:DIPLO_STATE_DENOUNCED, -17:DIPLO_STATE_UNFRIENDLY,,,, 0:DIPLO_STATE_WAR_WITH_MINOR,, 0:DIPLO_STATE_WAR_WITH_MINOR,,, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
231, 1, ,, -67:DIPLO_STATE_WAR,, 14:DIPLO_STATE_NEUTRAL, -13:DIPLO_STATE_DENOUNCED, 13:DIPLO_STATE_FRIENDLY, -4:DIPLO_STATE_UNFRIENDLY, 1:DIPLO_STATE_INFLUENTIAL,, 3:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
231, 2, ,,, 1:DIPLO_STATE_UNFRIENDLY,, 5:DIPLO_STATE_FRIENDLY, 4:DIPLO_STATE_UNFRIENDLY, 11:DIPLO_STATE_FRIENDLY,, 1:DIPLO_STATE_INFLUENTIAL,, 6:DIPLO_STATE_INFLUENTIAL,, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
231, 3, ,, -66:DIPLO_STATE_DENOUNCED, -13:DIPLO_STATE_DENOUNCED, 7:DIPLO_STATE_NEUTRAL,, -12:DIPLO_STATE_UNFRIENDLY, 3:DIPLO_STATE_FRIENDLY, 0:DIPLO_STATE_NO_INFLUENCE, 4:DIPLO_STATE_MAX_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 7:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
231, 4, ,, -10:DIPLO_STATE_NEUTRAL, -1:DIPLO_STATE_FRIENDLY, 5:DIPLO_STATE_FRIENDLY, -2:DIPLO_STATE_UNFRIENDLY,, -5:DIPLO_STATE_FRIENDLY, 3:DIPLO_STATE_MAX_INFLUENCE,, 4:DIPLO_STATE_MAX_INFLUENCE,, 0:DIPLO_STATE_NO_INFLUENCE,, 3:DIPLO_STATE_MAX_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
231, 5, ,,, -3:DIPLO_STATE_FRIENDLY, 3:DIPLO_STATE_FRIENDLY, 14:DIPLO_STATE_FRIENDLY, -6:DIPLO_STATE_UNFRIENDLY,, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE,, 4:DIPLO_STATE_INFLUENTIAL,, 3:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
231, 6, ,,, 1:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
231, 7, ,,,, 1:DIPLO_STATE_PATRON, 4:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_AWARE,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
231, 8, ,, 0:DIPLO_STATE_WAR_WITH_MAJOR, 3:DIPLO_STATE_PATRON,, 1:DIPLO_STATE_PATRON, 4:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_MINOR_MINOR,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
231, 9, ,,, 3:DIPLO_STATE_PATRON, 6:DIPLO_STATE_PATRON, 7:DIPLO_STATE_PATRON,, 4:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_MINOR_MINOR,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
231, 11, ,,, 0:DIPLO_STATE_AWARE, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE,, 3:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
231, 12, ,,, 1:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
231, 13, ,, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
231, 14, ,, 0:DIPLO_STATE_WAR_WITH_MAJOR, 3:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
231, 63, ,, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232, 0, ,,, -21:DIPLO_STATE_WAR,, -23:DIPLO_STATE_DENOUNCED, -17:DIPLO_STATE_UNFRIENDLY,,,, 0:DIPLO_STATE_WAR_WITH_MINOR,, 0:DIPLO_STATE_WAR_WITH_MINOR,,, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
232, 1, ,, -67:DIPLO_STATE_WAR,, 14:DIPLO_STATE_NEUTRAL, -13:DIPLO_STATE_DENOUNCED, 13:DIPLO_STATE_FRIENDLY, -4:DIPLO_STATE_UNFRIENDLY, 1:DIPLO_STATE_INFLUENTIAL,, 3:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
232, 2, ,, 0:DIPLO_STATE_NEUTRAL, 1:DIPLO_STATE_UNFRIENDLY,, 5:DIPLO_STATE_FRIENDLY, 4:DIPLO_STATE_UNFRIENDLY, 11:DIPLO_STATE_FRIENDLY, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 6:DIPLO_STATE_INFLUENTIAL,, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
232, 3, ,, -66:DIPLO_STATE_DENOUNCED, -13:DIPLO_STATE_DENOUNCED, 7:DIPLO_STATE_NEUTRAL,, -12:DIPLO_STATE_UNFRIENDLY, 3:DIPLO_STATE_FRIENDLY, 0:DIPLO_STATE_NO_INFLUENCE, 4:DIPLO_STATE_MAX_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 7:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
232, 4, ,, -10:DIPLO_STATE_NEUTRAL, -1:DIPLO_STATE_FRIENDLY, 5:DIPLO_STATE_FRIENDLY, -2:DIPLO_STATE_UNFRIENDLY,, -11:DIPLO_STATE_NEUTRAL, 3:DIPLO_STATE_MAX_INFLUENCE,, 4:DIPLO_STATE_MAX_INFLUENCE,, 0:DIPLO_STATE_NO_INFLUENCE,, 3:DIPLO_STATE_MAX_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
232, 5, ,,, 2:DIPLO_STATE_FRIENDLY, -5:DIPLO_STATE_NEUTRAL, 7:DIPLO_STATE_FRIENDLY, 1:DIPLO_STATE_UNFRIENDLY,, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE,, 4:DIPLO_STATE_INFLUENTIAL,, 3:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
232, 6, ,,, 1:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
232, 7, ,,,, 1:DIPLO_STATE_PATRON, 4:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_AWARE,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
232, 8, ,, 0:DIPLO_STATE_WAR_WITH_MAJOR, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON, 4:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_MINOR_MINOR,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
232, 9, ,,, 3:DIPLO_STATE_PATRON, 6:DIPLO_STATE_PATRON, 7:DIPLO_STATE_PATRON,, 4:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_MINOR_MINOR,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
232, 11, ,,, 0:DIPLO_STATE_AWARE, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE,, 3:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
232, 12, ,,, 1:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
232, 13, ,, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 5:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
232, 14, ,, 0:DIPLO_STATE_WAR_WITH_MAJOR, 3:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
232, 63, ,, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233, 0, ,,, -21:DIPLO_STATE_WAR, -3:DIPLO_STATE_NEUTRAL, -23:DIPLO_STATE_DENOUNCED, -17:DIPLO_STATE_UNFRIENDLY,,,, 0:DIPLO_STATE_WAR_WITH_MINOR,, 0:DIPLO_STATE_WAR_WITH_MINOR,,, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
233, 1, ,, -66:DIPLO_STATE_WAR,, 6:DIPLO_STATE_NEUTRAL, -14:DIPLO_STATE_DENOUNCED, 21:DIPLO_STATE_FRIENDLY, 1:DIPLO_STATE_UNFRIENDLY, 1:DIPLO_STATE_INFLUENTIAL,, 3:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
233, 2, ,, -5:DIPLO_STATE_UNFRIENDLY, 1:DIPLO_STATE_UNFRIENDLY,, 5:DIPLO_STATE_FRIENDLY, 4:DIPLO_STATE_UNFRIENDLY, 12:DIPLO_STATE_FRIENDLY, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 6:DIPLO_STATE_INFLUENTIAL,, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 5:DIPLO_STATE_MAX_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
233, 3, ,, -65:DIPLO_STATE_DENOUNCED, -13:DIPLO_STATE_DENOUNCED, -3:DIPLO_STATE_NEUTRAL,, -12:DIPLO_STATE_UNFRIENDLY, -4:DIPLO_STATE_FRIENDLY, 0:DIPLO_STATE_NO_INFLUENCE, 4:DIPLO_STATE_MAX_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 7:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
233, 4, ,, -10:DIPLO_STATE_NEUTRAL, 3:DIPLO_STATE_FRIENDLY, 5:DIPLO_STATE_FRIENDLY, -2:DIPLO_STATE_UNFRIENDLY,, -5:DIPLO_STATE_UNFRIENDLY, 3:DIPLO_STATE_MAX_INFLUENCE,, 4:DIPLO_STATE_MAX_INFLUENCE,, 0:DIPLO_STATE_NO_INFLUENCE,, 3:DIPLO_STATE_MAX_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
233, 5, ,,, 2:DIPLO_STATE_FRIENDLY, -2:DIPLO_STATE_FRIENDLY, 7:DIPLO_STATE_FRIENDLY, 1:DIPLO_STATE_UNFRIENDLY,, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE,, 4:DIPLO_STATE_INFLUENTIAL,, 3:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
233, 6, ,,, 1:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
