Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food, BY TYPE: Tiles, Buildings, Districts, Population, Outg
237, CIVILIZATION_SEOUL, 1, 11, 30, 19, 3, 0, 0, 0, 11, 7, 999, 473, 10, 9, 24, 1, 4, 27, 11, 15, 2, 11, 9, 0
237, CIVILIZATION_NAN_MADOL, 1, 11, 27, 19, 3, 0, 0, 1, 9, 5, 717, 547, 10, 6, 29, 3, 4, 27, 9, 15, 1, 12, 18, 0
238, CIVILIZATION_NORWAY, 5, 19, 24, 15, 3, 0, 0, 0, 66, 12, 70, 957, 28, 9, 7, 6, 43, 43, 66, 29, 6, 18, 3, 8
238, CIVILIZATION_EGYPT, 5, 37, 32, 25, 1, 0, 0, 0, 86, 21, 7, 254, 62, 78, 23, 30, 53, 108, 86, 44, 11, 36, 0, 60
238, CIVILIZATION_BRAZIL, 9, 52, 41, 17, 1, 0, 0, 0, 113, 29, 246, 408, 135, 24, 63, 46, 122, 155, 113, 80, 13, 51, 6, 17
238, CIVILIZATION_SCYTHIA, 4, 29, 33, 19, 0, 0, 0, 0, 64, 26, 648, 88, 76, 19, 79, 77, 59, 79, 64, 54, 7, 28, 0, 14
238, CIVILIZATION_JAPAN, 3, 23, 24, 17, 2, 0, 0, 0, 49, 14, 254, 121, 24, 24, 17, 25, 56, 71, 49, 37, 4, 22, 13, 13
238, CIVILIZATION_CHINA, 6, 36, 31, 19, 1, 0, 0, 0, 77, 26, 321, 431, 76, 42, 45, 12, 65, 101, 77, 40, 10, 35, 11, 29
238, CIVILIZATION_BRUSSELS, 1, 10, 28, 18, 0, 0, 0, 1, 9, 5, 1591, 287, 11, 6, 30, 1, 3, 24, 9, 15, 1, 11, 17, 0
238, CIVILIZATION_LA_VENTA, 1, 8, 30, 19, 4, 0, 0, 0, 10, 7, 754, 865, 10, 7, 18, 14, 13, 19, 10, 26, 1, 7, 12, 0
238, CIVILIZATION_KANDY, 1, 10, 29, 19, 2, 0, 0, 0, 10, 3, 598, 1272, 9, 13, 16, 16, 3, 22, 10, 30, 2, 10, 0, 0
238, CIVILIZATION_STOCKHOLM, 1, 10, 28, 18, 1, 0, 0, 0, 13, 4, 60, 247, 19, 6, 10, 1, 9, 27, 13, 21, 1, 10, 6, 0
238, CIVILIZATION_AMSTERDAM, 1, 7, 26, 19, 2, 0, 0, 1, 9, 3, 2322, 274, 8, 8, 31, 0, 5, 16, 9, 15, 2, 7, 17, 0
238, CIVILIZATION_CARTHAGE, 1, 6, 30, 19, 3, 0, 0, 0, 9, 5, 1779, 246, 8, 6, 34, 0, 6, 17, 9, 15, 1, 5, 22, 0
238, CIVILIZATION_SEOUL, 1, 11, 31, 19, 3, 0, 0, 0, 11, 7, 1013, 475, 10, 9, 24, 1, 4, 27, 11, 15, 2, 11, 9, 0
238, CIVILIZATION_NAN_MADOL, 1, 11, 27, 19, 3, 0, 0, 1, 9, 5, 734, 548, 10, 6, 23, 1, 4, 27, 9, 15, 1, 12, 9, 0
239, CIVILIZATION_NORWAY, 5, 19, 24, 15, 2, 0, 0, 0, 66, 12, 209, 963, 28, 9, 7, 6, 43, 43, 66, 29, 6, 18, 3, 8
239, CIVILIZATION_EGYPT, 5, 37, 32, 25, 1, 0, 0, 0, 87, 21, 10, 285, 62, 78, 31, 30, 53, 108, 87, 44, 11, 36, 0, 60
239, CIVILIZATION_BRAZIL, 9, 53, 41, 18, 1, 0, 0, 0, 114, 29, 250, 457, 130, 26, 79, 49, 110, 156, 114, 82, 13, 52, 6, 17
239, CIVILIZATION_SCYTHIA, 4, 28, 33, 19, 0, 0, 0, 0, 64, 26, 292, 167, 77, 19, 79, 78, 57, 77, 64, 54, 7, 27, 0, 14
239, CIVILIZATION_JAPAN, 3, 23, 24, 17, 2, 0, 0, 0, 49, 14, 237, 147, 28, 27, 25, 26, 57, 75, 49, 37, 4, 22, 33, 13
239, CIVILIZATION_CHINA, 6, 38, 31, 19, 1, 0, 0, 0, 78, 27, 341, 443, 78, 42, 46, 12, 66, 105, 78, 40, 10, 37, 11, 29
239, CIVILIZATION_BRUSSELS, 1, 10, 28, 18, 0, 0, 0, 1, 9, 5, 1621, 289, 11, 6, 30, 1, 3, 24, 9, 15, 1, 11, 17, 0
239, CIVILIZATION_LA_VENTA, 1, 8, 30, 20, 4, 0, 0, 0, 10, 7, 759, 879, 10, 7, 18, 14, 13, 19, 10, 26, 1, 7, 12, 0
239, CIVILIZATION_KANDY, 1, 10, 29, 20, 2, 0, 0, 0, 10, 3, 605, 1289, 9, 12, 18, 17, 3, 22, 10, 30, 2, 10, 0, 0
239, CIVILIZATION_STOCKHOLM, 1, 10, 28, 18, 1, 0, 0, 0, 13, 4, 62, 249, 18, 6, 9, 1, 8, 27, 13, 21, 1, 10, 6, 0
239, CIVILIZATION_AMSTERDAM, 1, 7, 26, 20, 2, 0, 0, 1, 9, 3, 2349, 275, 8, 8, 31, 0, 5, 16, 9, 15, 2, 7, 17, 0
239, CIVILIZATION_CARTHAGE, 1, 7, 30, 20, 3, 0, 0, 0, 9, 5, 1806, 247, 9, 6, 34, 0, 6, 17, 9, 15, 1, 7, 22, 0
239, CIVILIZATION_SEOUL, 1, 11, 32, 20, 3, 0, 0, 0, 11, 7, 1027, 477, 10, 9, 24, 1, 4, 27, 11, 15, 2, 11, 9, 0
239, CIVILIZATION_NAN_MADOL, 1, 11, 27, 20, 3, 0, 0, 1, 9, 5, 758, 552, 10, 6, 29, 3, 4, 27, 9, 15, 1, 12, 18, 0
240, CIVILIZATION_NORWAY, 5, 19, 24, 15, 2, 0, 0, 0, 67, 12, 197, 968, 28, 9, 6, 5, 43, 45, 67, 29, 6, 18, 3, 8
240, CIVILIZATION_EGYPT, 5, 37, 32, 25, 1, 0, 0, 0, 87, 21, 13, 315, 62, 78, 31, 30, 53, 108, 87, 44, 11, 36, 0, 60
240, CIVILIZATION_BRAZIL, 9, 53, 42, 18, 0, 0, 0, 0, 114, 30, 296, 506, 135, 26, 79, 49, 108, 160, 114, 86, 13, 52, 6, 17
240, CIVILIZATION_SCYTHIA, 4, 28, 33, 19, 0, 0, 0, 0, 64, 26, 354, 249, 77, 19, 79, 82, 57, 81, 64, 62, 7, 27, 0, 14
240, CIVILIZATION_JAPAN, 3, 23, 24, 18, 2, 0, 0, 0, 49, 14, 246, 173, 28, 27, 25, 26, 57, 75, 49, 37, 4, 22, 33, 13
240, CIVILIZATION_CHINA, 6, 38, 31, 19, 0, 0, 0, 0, 79, 27, 364, 456, 78, 42, 46, 12, 66, 105, 79, 40, 10, 37, 11, 29
240, CIVILIZATION_BRUSSELS, 1, 10, 28, 18, 1, 0, 0, 1, 9, 5, 929, 291, 12, 6, 32, 1, 4, 24, 9, 15, 1, 11, 17, 0
240, CIVILIZATION_LA_VENTA, 1, 8, 30, 20, 4, 0, 0, 0, 10, 7, 764, 893, 10, 7, 18, 14, 13, 19, 10, 26, 1, 7, 12, 0
240, CIVILIZATION_KANDY, 1, 10, 29, 20, 2, 0, 0, 0, 10, 3, 612, 1305, 9, 11, 17, 16, 3, 22, 10, 30, 2, 10, 0, 0
240, CIVILIZATION_STOCKHOLM, 1, 10, 28, 18, 1, 0, 0, 0, 13, 4, 64, 250, 18, 6, 9, 1, 8, 27, 13, 21, 1, 10, 6, 0
240, CIVILIZATION_AMSTERDAM, 1, 7, 26, 20, 2, 0, 0, 1, 9, 3, 2377, 276, 8, 8, 31, 0, 5, 16, 9, 15, 2, 7, 17, 0
240, CIVILIZATION_CARTHAGE, 1, 7, 30, 20, 3, 0, 0, 0, 9, 5, 1834, 248, 9, 6, 34, 0, 6, 17, 9, 15, 1, 7, 22, 0
240, CIVILIZATION_SEOUL, 1, 11, 32, 20, 3, 0, 0, 0, 11, 7, 1042, 478, 10, 9, 24, 1, 4, 27, 11, 15, 2, 11, 9, 0
240, CIVILIZATION_NAN_MADOL, 1, 11, 27, 20, 3, 0, 0, 1, 9, 5, 782, 556, 10, 6, 29, 3, 4, 27, 9, 15, 1, 12, 18, 0
241, CIVILIZATION_NORWAY, 5, 19, 24, 15, 2, 0, 0, 0, 67, 12, 186, 973, 28, 9, 6, 5, 43, 45, 67, 29, 6, 18, 3, 8
241, CIVILIZATION_EGYPT, 5, 37, 32, 25, 1, 0, 0, 0, 88, 21, 16, 345, 62, 78, 31, 30, 53, 108, 88, 44, 11, 36, 0, 60
241, CIVILIZATION_BRAZIL, 9, 53, 42, 18, 0, 0, 0, 0, 114, 30, 341, 65, 147, 27, 79, 49, 108, 160, 114, 86, 14, 52, 6, 17
241, CIVILIZATION_SCYTHIA, 4, 28, 33, 19, 0, 0, 0, 0, 65, 26, 412, 332, 83, 19, 79, 82, 57, 81, 65, 62, 7, 27, 0, 14
241, CIVILIZATION_JAPAN, 3, 23, 25, 18, 2, 0, 0, 0, 49, 14, 254, 199, 28, 27, 25, 26, 57, 75, 49, 37, 4, 22, 33, 13
241, CIVILIZATION_CHINA, 6, 38, 31, 19, 0, 0, 0, 0, 79, 27, 387, 468, 78, 42, 46, 12, 66, 105, 79, 40, 10, 37, 11, 29
241, CIVILIZATION_BRUSSELS, 1, 10, 28, 18, 1, 0, 0, 1, 9, 5, 956, 293, 11, 6, 30, 1, 3, 24, 9, 15, 1, 11, 17, 0
241, CIVILIZATION_LA_VENTA, 1, 8, 30, 20, 4, 0, 0, 0, 10, 7, 770, 907, 10, 7, 18, 14, 13, 19, 10, 26, 1, 7, 12, 0
241, CIVILIZATION_KANDY, 1, 10, 29, 20, 2, 0, 0, 0, 10, 3, 619, 1322, 9, 11, 17, 16, 3, 22, 10, 30, 2, 10, 0, 0
241, CIVILIZATION_STOCKHOLM, 1, 10, 28, 18, 1, 0, 0, 0, 13, 4, 66, 252, 18, 6, 9, 1, 8, 27, 13, 21, 1, 10, 6, 0
241, CIVILIZATION_AMSTERDAM, 1, 7, 26, 20, 2, 0, 0, 1, 9, 3, 2404, 277, 8, 8, 31, 0, 5, 16, 9, 15, 2, 7, 17, 0
241, CIVILIZATION_CARTHAGE, 1, 7, 30, 20, 3, 0, 0, 0, 9, 5, 1862, 249, 9, 6, 34, 0, 6, 17, 9, 15, 1, 7, 22, 0
241, CIVILIZATION_SEOUL, 1, 11, 32, 20, 3, 0, 0, 0, 11, 7, 1056, 480, 10, 9, 24, 1, 4, 27, 11, 15, 2, 11, 9, 0
241, CIVILIZATION_NAN_MADOL, 1, 11, 27, 20, 3, 0, 0, 1, 9, 5, 806, 559, 10, 6, 29, 3, 4, 27, 9, 15, 1, 12, 18, 0
242, CIVILIZATION_NORWAY, 5, 19, 25, 15, 2, 0, 0, 0, 67, 12, 43, 978, 28, 9, 6, 5, 43, 45, 67, 29, 6, 18, 3, 8
242, CIVILIZATION_EGYPT, 5, 38, 32, 25, 1, 0, 0, 0, 88, 21, 23, 55, 63, 78, 34, 30, 56, 110, 88, 44, 11, 37, 0, 60
242, CIVILIZATION_BRAZIL, 9, 53, 42, 18, 0, 0, 0, 0, 115, 30, 386, 115, 147, 27, 79, 49, 108, 160, 115, 86, 14, 52, 6, 17
242, CIVILIZATION_SCYTHIA, 4, 28, 33, 19, 0, 0, 0, 0, 65, 26, 470, 160, 77, 19, 79, 82, 57, 81, 65, 62, 7, 27, 0, 14
242, CIVILIZATION_JAPAN, 4, 24, 25, 18, 2, 0, 0, 0, 57, 14, 16, 225, 31, 28, 28, 26, 61, 82, 57, 37, 4, 23, 42, 13
242, CIVILIZATION_CHINA, 6, 38, 31, 19, 1, 0, 0, 0, 79, 27, 408, 481, 89, 42, 46, 12, 66, 105, 79, 40, 10, 37, 11, 29
242, CIVILIZATION_BRUSSELS, 1, 10, 28, 18, 1, 0, 0, 1, 9, 5, 983, 294, 11, 6, 30, 1, 3, 24, 9, 15, 1, 11, 17, 0
242, CIVILIZATION_LA_VENTA, 1, 8, 31, 20, 4, 0, 0, 0, 10, 7, 775, 922, 10, 7, 18, 14, 13, 19, 10, 26, 1, 7, 12, 0
242, CIVILIZATION_KANDY, 1, 10, 29, 20, 2, 0, 0, 0, 10, 3, 626, 1338, 9, 11, 17, 16, 3, 22, 10, 30, 2, 10, 0, 0
242, CIVILIZATION_STOCKHOLM, 1, 10, 28, 18, 1, 0, 0, 0, 13, 4, 68, 254, 18, 6, 9, 1, 8, 27, 13, 21, 1, 10, 6, 0
242, CIVILIZATION_AMSTERDAM, 1, 7, 26, 20, 2, 0, 0, 1, 9, 3, 2431, 278, 8, 8, 31, 0, 5, 16, 9, 15, 2, 7, 17, 0
242, CIVILIZATION_CARTHAGE, 1, 7, 31, 20, 3, 0, 0, 0, 9, 5, 1889, 250, 9, 6, 34, 0, 6, 17, 9, 15, 1, 7, 22, 0
242, CIVILIZATION_SEOUL, 1, 11, 32, 20, 3, 0, 0, 0, 11, 7, 1071, 482, 11, 9, 25, 1, 5, 27, 11, 15, 2, 11, 9, 0
242, CIVILIZATION_NAN_MADOL, 1, 11, 27, 20, 3, 0, 0, 1, 9, 5, 830, 563, 10, 6, 29, 3, 4, 27, 9, 15, 1, 12, 18, 0
243, CIVILIZATION_NORWAY, 5, 19, 25, 15, 2, 0, 0, 0, 67, 12, 30, 984, 28, 9, 6, 5, 43, 45, 67, 29, 6, 18, 3, 8
243, CIVILIZATION_EGYPT, 5, 38, 32, 25, 1, 0, 0, 0, 88, 21, 30, 86, 74, 78, 34, 30, 56, 110, 88, 44, 11, 37, 0, 60
243, CIVILIZATION_BRAZIL, 9, 53, 43, 18, 0, 0, 0, 0, 115, 31, 430, 164, 143, 26, 77, 48, 106, 160, 115, 86, 14, 52, 6, 17
243, CIVILIZATION_SCYTHIA, 4, 28, 33, 19, 0, 0, 0, 0, 65, 26, 530, 242, 77, 19, 81, 82, 57, 81, 65, 62, 7, 27, 0, 14
243, CIVILIZATION_JAPAN, 4, 24, 25, 18, 2, 0, 0, 0, 58, 13, 28, 251, 31, 28, 28, 26, 61, 82, 58, 37, 4, 23, 42, 13
243, CIVILIZATION_CHINA, 6, 38, 32, 19, 1, 0, 0, 0, 79, 27, 436, 493, 89, 43, 53, 12, 66, 109, 79, 40, 11, 37, 11, 29
243, CIVILIZATION_BRUSSELS, 1, 10, 28, 18, 1, 0, 0, 1, 9, 5, 1009, 296, 11, 6, 30, 1, 3, 24, 9, 15, 1, 11, 17, 0
243, CIVILIZATION_LA_VENTA, 1, 8, 32, 20, 4, 0, 0, 0, 10, 7, 780, 936, 10, 7, 18, 14, 13, 19, 10, 26, 1, 7, 12, 0
243, CIVILIZATION_KANDY, 1, 10, 29, 20, 2, 0, 0, 0, 12, 3, 631, 1352, 9, 11, 15, 14, 4, 26, 12, 30, 2, 10, 0, 0
243, CIVILIZATION_STOCKHOLM, 1, 10, 28, 18, 1, 0, 0, 0, 13, 4, 70, 256, 18, 6, 9, 1, 8, 27, 13, 21, 1, 10, 6, 0
243, CIVILIZATION_AMSTERDAM, 1, 7, 26, 20, 2, 0, 0, 1, 9, 3, 2458, 278, 8, 8, 31, 0, 5, 16, 9, 15, 2, 7, 17, 0
243, CIVILIZATION_CARTHAGE, 1, 7, 32, 20, 3, 0, 0, 0, 9, 5, 1917, 251, 9, 6, 34, 0, 6, 17, 9, 15, 1, 7, 22, 0
243, CIVILIZATION_SEOUL, 1, 11, 32, 20, 3, 0, 0, 0, 11, 7, 1087, 484, 11, 9, 25, 1, 5, 27, 11, 15, 2, 11, 9, 0
243, CIVILIZATION_NAN_MADOL, 1, 11, 27, 20, 3, 0, 0, 1, 9, 5, 854, 566, 10, 6, 29, 3, 4, 27, 9, 15, 1, 12, 18, 0
244, CIVILIZATION_NORWAY, 5, 19, 26, 15, 2, 0, 0, 0, 67, 12, 18, 989, 28, 9, 6, 5, 43, 45, 67, 29, 6, 18, 3, 8
244, CIVILIZATION_EGYPT, 5, 38, 32, 25, 1, 0, 0, 0, 88, 21, 37, 116, 83, 78, 34, 30, 56, 110, 88, 44, 11, 37, 0, 60
244, CIVILIZATION_BRAZIL, 9, 53, 43, 18, 0, 0, 0, 0, 115, 31, 54, 212, 143, 26, 77, 48, 106, 160, 115, 86, 14, 52, 6, 17
244, CIVILIZATION_SCYTHIA, 4, 28, 33, 19, 0, 0, 0, 0, 65, 27, 593, 329, 79, 19, 85, 87, 55, 81, 65, 67, 7, 27, 0, 14
244, CIVILIZATION_JAPAN, 4, 24, 25, 18, 2, 0, 0, 0, 58, 13, 40, 45, 31, 28, 28, 33, 61, 82, 58, 40, 4, 23, 42, 13
244, CIVILIZATION_CHINA, 6, 38, 32, 19, 1, 0, 0, 0, 80, 27, 464, 505, 89, 43, 53, 12, 66, 109, 80, 40, 11, 37, 11, 30
244, CIVILIZATION_BRUSSELS, 1, 10, 28, 19, 1, 0, 0, 1, 9, 5, 1036, 297, 10, 5, 29, 0, 2, 23, 9, 15, 1, 11, 17, 0
244, CIVILIZATION_LA_VENTA, 1, 8, 33, 20, 4, 0, 0, 0, 10, 7, 785, 950, 10, 7, 18, 14, 13, 20, 10, 26, 1, 7, 12, 0
244, CIVILIZATION_KANDY, 1, 10, 29, 20, 2, 0, 0, 0, 12, 3, 637, 1367, 9, 11, 15, 14, 4, 26, 12, 30, 2, 10, 0, 0
244, CIVILIZATION_STOCKHOLM, 1, 10, 28, 18, 1, 0, 0, 0, 13, 4, 71, 258, 18, 6, 9, 1, 8, 27, 13, 21, 1, 10, 6, 0
244, CIVILIZATION_AMSTERDAM, 1, 7, 27, 20, 2, 0, 0, 1, 9, 3, 2485, 279, 8, 8, 31, 0, 5, 16, 9, 15, 2, 7, 17, 0
244, CIVILIZATION_CARTHAGE, 1, 7, 33, 20, 3, 0, 0, 0, 9, 5, 1944, 252, 9, 6, 34, 0, 6, 17, 9, 15, 1, 7, 22, 0
244, CIVILIZATION_SEOUL, 1, 11, 32, 20, 3, 0, 0, 0, 11, 8, 1103, 486, 11, 9, 25, 1, 5, 28, 11, 15, 2, 11, 9, 0
244, CIVILIZATION_NAN_MADOL, 1, 11, 27, 20, 3, 0, 0, 1, 9, 5, 878, 570, 10, 6, 29, 3, 4, 27, 9, 15, 1, 12, 18, 0
245, CIVILIZATION_NORWAY, 5, 19, 26, 15, 3, 0, 0, 0, 67, 12, 1, 994, 28, 9, 6, 5, 43, 45, 67, 29, 6, 18, 3, 8
245, CIVILIZATION_EGYPT, 5, 38, 32, 25, 1, 0, 0, 0, 90, 21, 43, 146, 81, 78, 34, 30, 57, 112, 90, 44, 11, 37, 0, 60
245, CIVILIZATION_BRAZIL, 9, 54, 43, 18, 0, 0, 0, 0, 115, 31, 98, 260, 143, 26, 77, 48, 107, 162, 115, 86, 14, 53, 6, 17
245, CIVILIZATION_SCYTHIA, 4, 28, 33, 19, 0, 0, 0, 0, 65, 28, 660, 147, 79, 19, 89, 88, 56, 79, 65, 67, 7, 27, 0, 14
245, CIVILIZATION_JAPAN, 4, 24, 25, 19, 2, 0, 0, 0, 58, 13, 52, 81, 28, 26, 30, 35, 64, 82, 58, 40, 4, 23, 34, 13
245, CIVILIZATION_CHINA, 6, 38, 32, 20, 1, 0, 0, 0, 80, 27, 491, 518, 97, 45, 54, 12, 67, 109, 80, 40, 12, 37, 11, 30
245, CIVILIZATION_BRUSSELS, 1, 10, 28, 20, 1, 0, 0, 1, 9, 5, 1064, 298, 10, 5, 29, 0, 2, 23, 9, 15, 1, 11, 17, 0
245, CIVILIZATION_LA_VENTA, 1, 8, 33, 20, 4, 0, 0, 0, 10, 7, 790, 964, 10, 7, 18, 14, 13, 20, 10, 26, 1, 7, 12, 0
245, CIVILIZATION_KANDY, 1, 10, 29, 20, 2, 0, 0, 0, 12, 3, 642, 1381, 9, 11, 15, 14, 4, 26, 12, 30, 2, 10, 0, 0
245, CIVILIZATION_STOCKHOLM, 1, 10, 28, 19, 1, 0, 0, 0, 13, 4, 73, 259, 16, 5, 9, 0, 8, 26, 13, 21, 1, 10, 6, 0
245, CIVILIZATION_AMSTERDAM, 1, 7, 28, 20, 2, 0, 0, 1, 9, 3, 2512, 280, 8, 8, 31, 0, 5, 16, 9, 15, 2, 7, 17, 0
245, CIVILIZATION_CARTHAGE, 1, 7, 33, 20, 3, 0, 0, 0, 9, 5, 1972, 253, 9, 6, 34, 0, 6, 17, 9, 15, 1, 7, 22, 0
245, CIVILIZATION_SEOUL, 1, 11, 32, 20, 3, 0, 0, 0, 11, 8, 1118, 488, 11, 9, 25, 1, 5, 28, 11, 15, 2, 11, 9, 0
245, CIVILIZATION_NAN_MADOL, 1, 11, 27, 20, 3, 0, 0, 1, 9, 5, 901, 574, 10, 6, 29, 3, 4, 27, 9, 15, 1, 12, 18, 0
246, CIVILIZATION_NORWAY, 5, 19, 26, 15, 2, 0, 0, 0, 67, 12, 0, 999, 25, 8, 5, 4, 38, 45, 67, 29, 6, 18, 3, 8
246, CIVILIZATION_EGYPT, 5, 38, 32, 25, 1, 0, 0, 0, 90, 21, 44, 177, 84, 78, 30, 30, 57, 112, 90, 48, 11, 37, 0, 60
246, CIVILIZATION_BRAZIL, 9, 53, 43, 18, 0, 0, 0, 0, 115, 31, 141, 308, 142, 26, 77, 47, 105, 160, 115, 86, 14, 52, 6, 17
246, CIVILIZATION_SCYTHIA, 4, 28, 33, 19, 0, 0, 0, 0, 66, 28, 285, 235, 83, 19, 86, 88, 56, 79, 66, 67, 7, 27, 0, 14
246, CIVILIZATION_JAPAN, 4, 24, 25, 19, 2, 0, 0, 0, 58, 13, 59, 115, 27, 24, 24, 34, 62, 80, 58, 40, 4, 23, 23, 13
246, CIVILIZATION_CHINA, 6, 38, 32, 20, 1, 0, 0, 0, 80, 27, 518, 530, 97, 45, 54, 12, 63, 105, 80, 40, 12, 37, 4, 30
246, CIVILIZATION_BRUSSELS, 1, 10, 28, 21, 1, 0, 0, 1, 9, 5, 1093, 299, 11, 5, 31, 0, 3, 23, 9, 15, 1, 11, 17, 0
246, CIVILIZATION_LA_VENTA, 1, 8, 33, 20, 4, 0, 0, 0, 10, 7, 795, 979, 10, 7, 18, 14, 13, 20, 10, 26, 1, 7, 12, 0
246, CIVILIZATION_KANDY, 1, 10, 29, 20, 2, 0, 0, 0, 12, 3, 647, 1395, 9, 11, 15, 14, 4, 26, 12, 30, 2, 10, 0, 0
246, CIVILIZATION_STOCKHOLM, 1, 10, 28, 20, 1, 0, 0, 0, 13, 4, 75, 259, 16, 5, 10, 0, 8, 26, 13, 21, 1, 10, 8, 0
246, CIVILIZATION_AMSTERDAM, 1, 7, 29, 20, 2, 0, 0, 1, 9, 3, 2540, 281, 8, 8, 31, 0, 5, 16, 9, 15, 2, 7, 17, 0
246, CIVILIZATION_CARTHAGE, 1, 7, 33, 20, 3, 0, 0, 0, 9, 5, 2000, 254, 9, 6, 34, 0, 6, 17, 9, 15, 1, 7, 22, 0
246, CIVILIZATION_SEOUL, 1, 11, 32, 20, 3, 0, 0, 0, 11, 8, 1134, 490, 11, 9, 25, 1, 5, 28, 11, 15, 2, 11, 9, 0
246, CIVILIZATION_NAN_MADOL, 1, 11, 28, 20, 3, 0, 0, 1, 9, 5, 919, 576, 9, 6, 23, 2, 4, 27, 9, 15, 1, 12, 9, 0
247, CIVILIZATION_NORWAY, 5, 19, 26, 15, 1, 0, 0, 0, 67, 12, 0, 1003, 25, 8, 5, 4, 38, 45, 67, 29, 6, 18, 3, 8
247, CIVILIZATION_EGYPT, 5, 38, 32, 25, 1, 0, 0, 0, 90, 21, 43, 207, 86, 78, 30, 30, 57, 112, 90, 50, 11, 37, 0, 60
247, CIVILIZATION_BRAZIL, 9, 53, 43, 18, 0, 0, 0, 0, 115, 31, 185, 356, 142, 26, 77, 47, 105, 160, 115, 86, 14, 52, 6, 17
247, CIVILIZATION_SCYTHIA, 4, 28, 34, 20, 0, 0, 0, 0, 66, 28, 352, 319, 97, 19, 89, 83, 56, 79, 66, 83, 7, 27, 0, 45
247, CIVILIZATION_JAPAN, 4, 25, 25, 19, 2, 0, 0, 0, 58, 14, 66, 150, 28, 25, 24, 34, 65, 83, 58, 40, 4, 24, 23, 13
247, CIVILIZATION_CHINA, 6, 38, 32, 20, 1, 0, 0, 0, 80, 27, 545, 542, 97, 45, 54, 12, 65, 107, 80, 40, 12, 37, 8, 30
247, CIVILIZATION_BRUSSELS, 1, 10, 28, 21, 1, 0, 0, 1, 9, 5, 1122, 300, 11, 5, 31, 0, 3, 23, 9, 15, 1, 11, 17, 0
247, CIVILIZATION_LA_VENTA, 1, 8, 33, 20, 4, 0, 0, 0, 10, 7, 800, 993, 10, 7, 18, 14, 13, 20, 10, 26, 1, 7, 12, 0
247, CIVILIZATION_KANDY, 1, 10, 29, 20, 2, 0, 0, 0, 12, 3, 653, 1410, 9, 11, 15, 14, 4, 26, 12, 30, 2, 10, 0, 0
247, CIVILIZATION_STOCKHOLM, 1, 10, 28, 21, 1, 0, 0, 0, 13, 4, 79, 260, 16, 5, 10, 0, 8, 26, 13, 21, 1, 10, 8, 0
247, CIVILIZATION_AMSTERDAM, 1, 7, 30, 20, 2, 0, 0, 1, 9, 3, 2567, 282, 8, 8, 31, 0, 5, 16, 9, 15, 2, 7, 17, 0
247, CIVILIZATION_CARTHAGE, 1, 7, 33, 20, 3, 0, 0, 0, 9, 5, 2027, 254, 9, 6, 34, 0, 6, 17, 9, 15, 1, 7, 22, 0
247, CIVILIZATION_SEOUL, 1, 11, 32, 20, 3, 0, 0, 0, 11, 8, 1150, 492, 11, 9, 25, 1, 5, 28, 11, 15, 2, 11, 9, 0
247, CIVILIZATION_NAN_MADOL, 1, 11, 29, 20, 3, 0, 0, 1, 9, 5, 943, 580, 10, 6, 29, 3, 4, 27, 9, 15, 1, 12, 18, 0
248, CIVILIZATION_NORWAY, 5, 20, 26, 15, 0, 0, 0, 0, 67, 12, 0, 1008, 26, 8, 5, 4, 39, 45, 67, 29, 6, 19, 3, 8
248, CIVILIZATION_EGYPT, 5, 38, 32, 25, 1, 0, 0, 0, 90, 21, 42, 237, 86, 78, 30, 30, 57, 112, 90, 50, 11, 37, 0, 60
248, CIVILIZATION_BRAZIL, 9, 54, 43, 18, 0, 0, 0, 0, 115, 31, 226, 404, 143, 26, 76, 48, 107, 162, 115, 86, 15, 53, 6, 17
248, CIVILIZATION_SCYTHIA, 4, 29, 34, 20, 0, 0, 0, 0, 66, 29, 419, 120, 95, 19, 89, 81, 57, 81, 66, 83, 7, 28, 0, 45
248, CIVILIZATION_JAPAN, 4, 25, 25, 19, 3, 0, 0, 0, 58, 14, 69, 180, 28, 25, 24, 30, 60, 83, 58, 37, 4, 24, 23, 13
248, CIVILIZATION_CHINA, 6, 38, 32, 20, 1, 0, 0, 0, 80, 27, 212, 15, 97, 45, 54, 12, 65, 107, 80, 40, 12, 37, 8, 30
248, CIVILIZATION_BRUSSELS, 1, 10, 28, 21, 1, 0, 0, 1, 9, 5, 1150, 301, 10, 5, 29, 0, 2, 23, 9, 15, 1, 11, 17, 0
248, CIVILIZATION_LA_VENTA, 1, 8, 33, 20, 4, 0, 0, 0, 10, 7, 796, 1007, 9, 6, 9, 14, 13, 20, 10, 26, 1, 7, 0, 0
248, CIVILIZATION_KANDY, 1, 10, 29, 20, 2, 0, 0, 0, 12, 3, 658, 1424, 9, 11, 15, 14, 4, 26, 12, 30, 2, 10, 0, 0
248, CIVILIZATION_STOCKHOLM, 1, 10, 28, 21, 1, 0, 0, 0, 13, 4, 82, 261, 16, 5, 10, 0, 8, 26, 13, 21, 1, 10, 8, 0
248, CIVILIZATION_AMSTERDAM, 1, 7, 31, 20, 2, 0, 0, 1, 9, 3, 2594, 283, 8, 8, 31, 0, 5, 16, 9, 15, 2, 7, 17, 0
